fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,alcohol,quality
9.1,0.3,0.41,2,0.068,11.7,7
8.1,0.78,0.1,3.3,0.09,9.5,5
10.8,0.47,0.43,2.1,0.171,10.8,6
8.3,0.53,0,1.4,0.07,10,6
5.4,0.42,0.27,2,0.092,12.3,7
7.9,0.33,0.41,1.5,0.056,11,6
8.9,0.24,0.39,1.6,0.074,9.5,6
5,0.4,0.5,4.3,0.046,13.6,6
7,0.69,0.07,2.5,0.091,11.3,6
7,0.69,0.07,2.5,0.091,11.3,6
7,0.69,0.07,2.5,0.091,11.3,6
7.1,0.39,0.12,2.1,0.065,13.3,6
5.6,0.66,0,2.5,0.066,12.9,5
7.9,0.54,0.34,2.5,0.076,13.1,8
6.6,0.5,0,1.8,0.062,12.3,6
6.3,0.47,0,1.4,0.055,12.3,6
10.7,0.4,0.37,1.9,0.081,11.2,6
6.5,0.58,0,2.2,0.096,11.5,4
8.8,0.24,0.35,1.7,0.055,11.3,7
5.8,0.29,0.26,1.7,0.063,13.5,6
6.3,0.76,0,2.9,0.072,11.5,6
10,0.43,0.33,2.7,0.095,10,5
10.5,0.43,0.35,3.3,0.092,10.5,6
9.1,0.6,0,1.9,0.058,10.4,6
5.9,0.19,0.21,1.7,0.045,9.5,5
7.4,0.36,0.34,1.8,0.075,13.6,7
7.2,0.48,0.07,5.5,0.089,11.2,7
8.5,0.28,0.35,1.7,0.061,11.8,7
8,0.25,0.43,1.7,0.067,11.9,6
10.4,0.52,0.45,2,0.08,11.4,6
10.4,0.52,0.45,2,0.08,11.4,6
7.5,0.41,0.15,3.7,0.104,9.1,5
8.2,0.51,0.24,2,0.079,9.5,6
7.3,0.4,0.3,1.7,0.08,9.5,6
8.2,0.38,0.32,2.5,0.08,11,6
6.9,0.45,0.11,2.4,0.043,11.4,6
7,0.22,0.3,1.8,0.065,10,6
7.3,0.32,0.23,2.3,0.066,10.1,5
8.2,0.2,0.43,2.5,0.076,10.4,6
7.8,0.5,0.12,1.8,0.178,9.8,6
10,0.41,0.45,6.2,0.071,11.8,7
7.8,0.39,0.42,2,0.086,11.6,6
10,0.35,0.47,2,0.061,12,6
8.2,0.33,0.32,2.8,0.067,12.8,7
6.1,0.58,0.23,2.5,0.044,12.5,6
8.3,0.6,0.25,2.2,0.118,9.8,5
9.6,0.42,0.35,2.1,0.083,11.1,6
6.6,0.58,0,2.2,0.1,11.4,6
8.3,0.6,0.25,2.2,0.118,9.8,5
8.5,0.18,0.51,1.75,0.071,11.8,7
5.1,0.51,0.18,2.1,0.042,12.9,7
6.7,0.41,0.43,2.8,0.076,10.6,6
10.2,0.41,0.43,2.2,0.11,10.8,5
10.6,0.36,0.57,2.3,0.087,11.1,7
8.8,0.45,0.43,1.4,0.076,10.2,6
8.5,0.32,0.42,2.3,0.075,11.8,7
9,0.785,0.24,1.7,0.078,10,5
9,0.785,0.24,1.7,0.078,10,5
8.5,0.44,0.5,1.9,0.369,9.4,5
9.9,0.54,0.26,2,0.111,10.2,5
8.2,0.33,0.39,2.5,0.074,12.4,7
6.5,0.34,0.27,2.8,0.067,12,6
7.6,0.5,0.29,2.3,0.086,11.5,6
9.2,0.36,0.34,1.6,0.062,10.5,6
7.1,0.59,0,2.2,0.078,10.8,6
9.7,0.42,0.46,2.1,0.074,12.3,6
7.6,0.36,0.31,1.7,0.079,9.5,6
7.6,0.36,0.31,1.7,0.079,9.5,6
6.5,0.61,0,2.2,0.095,11.5,6
6.5,0.88,0.03,5.6,0.079,11.2,4
7.1,0.66,0,2.4,0.052,12.7,7
5.6,0.915,0,2.1,0.041,11.4,5
8.2,0.35,0.33,2.4,0.076,11,6
8.2,0.35,0.33,2.4,0.076,11,6
9.8,0.39,0.43,1.65,0.068,11.4,5
10.2,0.4,0.4,2.5,0.068,10.5,6
6.8,0.66,0.07,1.6,0.07,9.3,5
6.7,0.64,0.23,2.1,0.08,10.9,5
7,0.43,0.3,2,0.085,11.9,6
6.6,0.8,0.03,7.8,0.079,12.2,5
7,0.43,0.3,2,0.085,11.9,6
6.7,0.64,0.23,2.1,0.08,10.9,5
8.8,0.955,0.05,1.8,0.075,9.6,4
9.1,0.4,0.57,4.6,0.08,12.5,6
6.5,0.885,0,2.3,0.166,10.8,5
7.2,0.25,0.37,2.5,0.063,12.4,7
6.4,0.885,0,2.3,0.166,10.8,5
7,0.745,0.12,1.8,0.114,9.5,6
6.2,0.43,0.22,1.8,0.078,9.5,6
7.9,0.58,0.23,2.3,0.076,9.5,6
7.7,0.57,0.21,1.5,0.069,9.8,6
7.7,0.26,0.26,2,0.052,10.9,6
7.9,0.58,0.23,2.3,0.076,9.5,6
7.7,0.57,0.21,1.5,0.069,9.8,6
7.9,0.34,0.36,1.9,0.065,11.2,7
8.6,0.42,0.39,1.8,0.068,11.7,8
9.9,0.74,0.19,5.8,0.111,9.4,5
7.2,0.36,0.46,2.1,0.074,11,7
7.2,0.36,0.46,2.1,0.074,11,7
7.2,0.36,0.46,2.1,0.074,11,7
9.9,0.72,0.55,1.7,0.136,10,5
7.2,0.36,0.46,2.1,0.074,11,7
6.2,0.39,0.43,2,0.071,11.2,7
6.8,0.65,0.02,2.1,0.078,10.4,6
6.6,0.44,0.15,2.1,0.076,9.3,5
6.8,0.65,0.02,2.1,0.078,10.4,6
9.6,0.38,0.42,1.9,0.071,10.5,6
10.2,0.33,0.46,1.9,0.081,10.4,6
8.8,0.27,0.46,2.1,0.095,11.3,6
7.9,0.57,0.31,2,0.079,9.5,6
8.2,0.34,0.37,1.9,0.057,12,6
8.2,0.4,0.31,1.9,0.082,10.6,6
9,0.39,0.4,1.3,0.044,10.9,6
10.9,0.32,0.52,1.8,0.132,11.5,6
10.9,0.32,0.52,1.8,0.132,11.5,6
8.1,0.53,0.22,2.2,0.078,9.6,6
10.5,0.36,0.47,2.2,0.074,12,6
12.6,0.39,0.49,2.5,0.08,10.3,6
9.2,0.46,0.23,2.6,0.091,9.4,5
7.5,0.58,0.03,4.1,0.08,9.2,5
9,0.58,0.25,2,0.104,9.6,5
5.1,0.42,0,1.8,0.044,13.6,7
7.6,0.43,0.29,2.1,0.075,9.5,5
7.7,0.18,0.34,2.7,0.066,11.8,6
7.8,0.815,0.01,2.6,0.074,10.8,5
7.6,0.43,0.29,2.1,0.075,9.5,5
10.2,0.23,0.37,2.2,0.057,9.3,4
7.1,0.75,0.01,2.2,0.059,12.8,6
6,0.33,0.32,12.9,0.054,11.5,4
7.8,0.55,0,1.7,0.07,9.4,6
7.1,0.75,0.01,2.2,0.059,12.8,6
8.1,0.73,0,2.5,0.081,9.6,4
6.5,0.67,0,4.3,0.057,11.8,4
7.5,0.61,0.2,1.7,0.076,9.3,5
9.8,0.37,0.39,2.5,0.079,9.8,5
9,0.4,0.41,2,0.058,12.2,6
8.3,0.56,0.22,2.4,0.082,9.5,5
5.9,0.29,0.25,13.4,0.067,10.3,6
7.4,0.55,0.19,1.8,0.082,10.5,5
7.4,0.74,0.07,1.7,0.086,10,5
7.4,0.55,0.19,1.8,0.082,10.5,5
6.9,0.41,0.33,2.2,0.081,11.1,6
7.1,0.6,0.01,2.3,0.079,10.9,6
7.1,0.6,0.01,2.3,0.079,10.9,6
7.5,0.58,0.14,2.2,0.077,9.8,5
7.1,0.72,0,1.8,0.123,9.8,5
7.9,0.66,0,1.4,0.096,9.5,5
7.8,0.7,0.06,1.9,0.079,10.9,5
6.1,0.64,0.02,2.4,0.069,11,5
7.5,0.59,0.22,1.8,0.082,9.2,5
7,0.58,0.28,4.8,0.085,11,6
6.8,0.64,0,2.7,0.123,11.3,6
6.8,0.64,0,2.7,0.123,11.3,6
8.6,0.635,0.68,1.8,0.403,9.3,5
6.3,1.02,0,2,0.083,11.2,4
9.8,0.45,0.38,2.5,0.081,9.8,5
8.2,0.78,0,2.2,0.089,9.6,4
8.5,0.37,0.32,1.8,0.066,11.8,6
7.2,0.57,0.05,2.3,0.081,10.3,6
7.2,0.57,0.05,2.3,0.081,10.3,6
10.4,0.43,0.5,2.3,0.068,11.4,6
6.9,0.41,0.31,2,0.079,9.5,6
5.5,0.49,0.03,1.8,0.044,14,8
5,0.38,0.01,1.6,0.048,14,6
7.3,0.44,0.2,1.6,0.049,11.7,6
5.9,0.46,0,1.9,0.077,11.2,5
7.5,0.58,0.2,2,0.073,9.3,5
7.8,0.58,0.13,2.1,0.102,11.2,6
8,0.715,0.22,2.3,0.075,9.5,6
8.5,0.4,0.4,6.3,0.05,12,4
7,0.69,0,1.9,0.114,9.7,6
8,0.715,0.22,2.3,0.075,9.5,6
9.8,0.3,0.39,1.7,0.062,11.5,7
7.1,0.46,0.2,1.9,0.077,10.4,6
7.1,0.46,0.2,1.9,0.077,10.4,6
7.9,0.765,0,2,0.084,10.9,6
8.7,0.63,0.28,2.7,0.096,10.2,6
7,0.42,0.19,2.3,0.071,10.9,5
11.3,0.37,0.5,1.8,0.09,10.5,5
7.1,0.16,0.44,2.5,0.068,12.4,6
8,0.6,0.08,2.6,0.056,13,5
7,0.6,0.3,4.5,0.068,10.2,5
7,0.6,0.3,4.5,0.068,10.2,5
7.6,0.74,0,1.9,0.1,11,5
8.2,0.635,0.1,2.1,0.073,10.9,6
5.9,0.395,0.13,2.4,0.056,12.4,6
7.5,0.755,0,1.9,0.084,9.7,4
8.2,0.635,0.1,2.1,0.073,10.9,6
6.6,0.63,0,4.3,0.093,9.5,5
6.6,0.63,0,4.3,0.093,9.5,5
7.2,0.53,0.14,2.1,0.064,12.1,6
5.7,0.6,0,1.4,0.063,12.2,6
7.6,1.58,0,2.1,0.137,10.9,3
5.2,0.645,0,2.15,0.08,12.5,6
6.7,0.86,0.07,2,0.1,11.7,6
9.1,0.37,0.32,2.1,0.064,11.2,6
8,0.28,0.44,1.8,0.081,11.2,5
7.6,0.79,0.21,2.3,0.087,9.2,5
7.5,0.61,0.26,1.9,0.073,9.8,5
9.7,0.69,0.32,2.5,0.088,10.1,5
6.8,0.68,0.09,3.9,0.068,11.1,4
9.7,0.69,0.32,2.5,0.088,10.1,5
7,0.62,0.1,1.4,0.071,9.2,5
7.5,0.61,0.26,1.9,0.073,9.8,5
6.5,0.51,0.15,3,0.064,12.8,6
8,1.18,0.21,1.9,0.083,10.5,5
7,0.36,0.21,2.3,0.086,10.1,6
7,0.36,0.21,2.4,0.086,10.1,6
7.5,0.63,0.27,2,0.083,9.8,6
5.4,0.74,0,1.2,0.041,12.5,6
9.9,0.44,0.46,2.2,0.091,11.9,6
7.5,0.63,0.27,2,0.083,9.8,6
9.1,0.76,0.68,1.7,0.414,9.1,6
9.7,0.66,0.34,2.6,0.094,10.1,5
5,0.74,0,1.2,0.041,12.5,6
9.1,0.34,0.42,1.8,0.058,11.4,5
9.1,0.36,0.39,1.8,0.06,11,7
6.7,0.46,0.24,1.7,0.077,10.6,6
6.7,0.46,0.24,1.7,0.077,10.6,6
6.7,0.46,0.24,1.7,0.077,10.6,6
6.7,0.46,0.24,1.7,0.077,10.6,6
6.5,0.52,0.11,1.8,0.073,9.3,5
7.4,0.6,0.26,2.1,0.083,9.8,6
7.4,0.6,0.26,2.1,0.083,9.8,6
7.8,0.87,0.26,3.8,0.107,9.2,5
8.4,0.39,0.1,1.7,0.075,9.7,6
9.1,0.775,0.22,2.2,0.079,9.6,5
7.2,0.835,0,2,0.166,10,5
6.6,0.58,0.02,2.4,0.069,12.6,6
6,0.5,0,1.4,0.057,9.5,5
6,0.5,0,1.4,0.057,9.5,5
6,0.5,0,1.4,0.057,9.5,5
7.5,0.51,0.02,1.7,0.084,10.5,6
7.5,0.51,0.02,1.7,0.084,10.5,6
7.5,0.51,0.02,1.7,0.084,10.5,6
7.6,0.54,0.02,1.7,0.085,10.4,6
7.5,0.51,0.02,1.7,0.084,10.5,6
11.5,0.42,0.48,2.6,0.077,11,5
8.2,0.44,0.24,2.3,0.063,10.2,6
6.1,0.59,0.01,2.1,0.056,11.4,5
7.2,0.655,0.03,1.8,0.078,9.5,5
7.2,0.655,0.03,1.8,0.078,9.5,5
6.9,0.57,0,2.8,0.081,10.8,5
9,0.6,0.29,2,0.069,10,5
7.2,0.62,0.01,2.3,0.065,11.8,6
7.6,0.645,0.03,1.9,0.086,10.3,5
7.6,0.645,0.03,1.9,0.086,10.3,5
7.2,0.58,0.03,2.3,0.077,10,5
6.1,0.32,0.25,1.8,0.086,10.1,5
6.1,0.34,0.25,1.8,0.084,10.1,5
7.3,0.43,0.24,2.5,0.078,11.1,6
7.4,0.64,0.17,5.4,0.168,9.5,5
11.6,0.475,0.4,1.4,0.091,10.03333333,6
9.2,0.54,0.31,2.3,0.112,10.9,5
8.3,0.85,0.14,2.5,0.093,10.1,5
11.6,0.475,0.4,1.4,0.091,10.03333333,6
8,0.83,0.27,2,0.08,9.8,4
7.2,0.605,0.02,1.9,0.096,11.8,6
7.8,0.5,0.09,2.2,0.115,9.5,5
7.3,0.74,0.08,1.7,0.094,9.8,5
6.9,0.54,0.3,2.2,0.088,10.5,6
8,0.77,0.32,2.1,0.079,9.8,6
6.6,0.61,0,1.6,0.069,10.4,4
8.7,0.78,0.51,1.7,0.415,9.2,5
7.5,0.58,0.56,3.1,0.153,11.6,6
8.7,0.78,0.51,1.7,0.415,9.2,5
7.7,0.75,0.27,3.8,0.11,9.3,5
6.8,0.815,0,1.2,0.267,9.8,3
7.2,0.56,0.26,2,0.083,9.9,5
8.2,0.885,0.2,1.4,0.086,10,5
5.2,0.49,0.26,2.3,0.09,12.2,6
7.2,0.45,0.15,2,0.078,9.9,6
7.5,0.57,0.02,2.6,0.077,10.8,6
7.5,0.57,0.02,2.6,0.077,10.8,6
6.8,0.83,0.09,1.8,0.074,9.6,5
8,0.6,0.22,2.1,0.08,9.9,5
8,0.6,0.22,2.1,0.08,9.9,5
7.1,0.755,0.15,1.8,0.107,9.5,5
8,0.81,0.25,3.4,0.076,9.2,5
7.4,0.64,0.07,1.8,0.1,9.6,5
7.4,0.64,0.07,1.8,0.1,9.6,5
6.6,0.64,0.31,6.1,0.083,10.3,5
6.7,0.48,0.02,2.2,0.08,9.7,5
6,0.49,0,2.3,0.068,12.5,6
8,0.64,0.22,2.4,0.094,11,5
7.1,0.62,0.06,1.3,0.07,9.8,5
8,0.52,0.25,2,0.078,10.2,5
6.4,0.57,0.14,3.9,0.07,9.2,5
8.6,0.685,0.1,1.6,0.092,9.55,6
8.7,0.675,0.1,1.6,0.09,9.55,5
7.3,0.59,0.26,2,0.08,9.9,5
7,0.6,0.12,2.2,0.083,10.2,7
7.2,0.67,0,2.2,0.068,11.1,6
7.9,0.69,0.21,2.1,0.08,9.9,5
7.9,0.69,0.21,2.1,0.08,9.9,5
7.6,0.3,0.42,2,0.052,11.9,6
7.2,0.33,0.33,1.7,0.061,10,8
8,0.5,0.39,2.6,0.082,10.7,6
7.7,0.28,0.3,2,0.062,11.3,7
8.2,0.24,0.34,5.1,0.062,10.9,6
6,0.51,0,2.1,0.064,10.7,6
8.1,0.29,0.36,2.2,0.048,12.4,7
6,0.51,0,2.1,0.064,10.7,6
6.6,0.96,0,1.8,0.082,11.9,6
6.4,0.47,0.4,2.4,0.071,10.6,6
8.2,0.24,0.34,5.1,0.062,10.9,6
9.9,0.57,0.25,2,0.104,10.1,5
10,0.32,0.59,2.2,0.077,9.6,5
6.2,0.58,0,1.6,0.065,9.4,5
10,0.32,0.59,2.2,0.077,9.6,5
7.3,0.34,0.33,2.5,0.064,12.1,7
7.8,0.53,0.01,1.6,0.077,9.8,5
7.7,0.64,0.21,2.2,0.077,9.9,5
7.8,0.53,0.01,1.6,0.077,9.8,5
7.5,0.4,0.18,1.6,0.079,9.4,5
7,0.54,0,2.1,0.079,11.4,6
6.4,0.53,0.09,3.9,0.123,11,4
8.3,0.26,0.37,1.4,0.076,9.6,6
8.3,0.26,0.37,1.4,0.076,9.6,6
7.7,0.23,0.37,1.8,0.046,12.1,6
7.6,0.41,0.33,2.5,0.078,11.2,5
7.8,0.64,0,1.9,0.072,11,5
7.9,0.18,0.4,2.2,0.049,11.3,5
7.4,0.41,0.24,1.8,0.066,10.4,5
7.6,0.43,0.31,2.1,0.069,9.9,6
5.9,0.44,0,1.6,0.042,11.7,6
6.1,0.4,0.16,1.8,0.069,10.1,7
10.2,0.54,0.37,15.4,0.214,9,6
10.2,0.54,0.37,15.4,0.214,9,6
10,0.38,0.38,1.6,0.169,8.5,5
6.8,0.915,0.29,4.8,0.07,11.1,5
7,0.59,0,1.7,0.052,10.3,5
7.3,0.67,0.02,2.2,0.072,11.06666667,6
7.2,0.37,0.32,2,0.062,11.3,7
7.4,0.785,0.19,5.2,0.094,9.566666667,6
6.9,0.63,0.02,1.9,0.078,9.8,5
6.9,0.58,0.2,1.75,0.058,11.7,5
7.3,0.67,0.02,2.2,0.072,11.1,6
7.4,0.785,0.19,5.2,0.094,9.6,6
6.9,0.63,0.02,1.9,0.078,9.8,5
6.8,0.67,0,1.9,0.08,9.7,5
6.9,0.58,0.01,1.9,0.08,9.7,5
7.2,0.38,0.31,2,0.056,11.3,8
7.2,0.37,0.32,2,0.062,11.3,7
7.8,0.32,0.44,2.7,0.104,11,7
6.6,0.58,0.02,2,0.062,11.6,7
7.6,0.49,0.33,1.9,0.074,9,5
11.7,0.45,0.63,2.2,0.073,10.9,6
6.5,0.9,0,1.6,0.052,10.9,6
6,0.54,0.06,1.8,0.05,10.55,6
7.6,0.49,0.33,1.9,0.074,9,5
8.4,0.29,0.4,1.7,0.067,10.5,5
7.9,0.2,0.35,1.7,0.054,11.9,7
6.4,0.42,0.09,2.3,0.054,10.4,6
6.2,0.785,0,2.1,0.06,10,4
6.8,0.64,0.03,2.3,0.075,10.4,6
6.9,0.63,0.01,2.4,0.076,10.8,6
6.8,0.59,0.1,1.7,0.063,9.7,5
6.8,0.59,0.1,1.7,0.063,9.7,5
7.3,0.48,0.32,2.1,0.062,10,7
6.7,1.04,0.08,2.3,0.067,11,4
7.3,0.48,0.32,2.1,0.062,10,7
7.3,0.98,0.05,2.1,0.061,9.7,3
10,0.69,0.11,1.4,0.084,9.7,5
6.7,0.7,0.08,3.75,0.067,12.6,5
7.6,0.35,0.6,2.6,0.073,11.1,6
6.1,0.6,0.08,1.8,0.071,11,5
9.9,0.5,0.5,13.8,0.205,8.8,5
5.3,0.47,0.11,2.2,0.048,13.56666667,7
9.9,0.5,0.5,13.8,0.205,8.8,5
5.3,0.47,0.11,2.2,0.048,13.6,7
7.1,0.875,0.05,5.7,0.082,10.2,3
8.2,0.28,0.6,3,0.104,10.6,5
5.6,0.62,0.03,1.5,0.08,10.1,4
8.2,0.28,0.6,3,0.104,10.6,5
7.2,0.58,0.54,2.1,0.114,10.3,4
8.1,0.33,0.44,1.5,0.042,10.7,5
6.8,0.91,0.06,2,0.06,10.9,4
7,0.655,0.16,2.1,0.074,9.7,5
6.8,0.68,0.21,2.1,0.07,10.3,5
6,0.64,0.05,1.9,0.066,10.6,5
5.6,0.54,0.04,1.7,0.049,11.4,5
6.2,0.57,0.1,2.1,0.048,10.8,6
7.1,0.22,0.49,1.8,0.039,12.4,6
5.6,0.54,0.04,1.7,0.049,11.4,5
6.2,0.65,0.06,1.6,0.05,11.95,5
7.7,0.54,0.26,1.9,0.089,9.7,5
6.4,0.31,0.09,1.4,0.066,10,7
7,0.43,0.02,1.9,0.08,10.6,6
7.7,0.54,0.26,1.9,0.089,9.7,5
6.9,0.74,0.03,2.3,0.054,11.5,6
6.6,0.895,0.04,2.3,0.068,10.8,6
6.9,0.74,0.03,2.3,0.054,11.5,6
7.5,0.725,0.04,1.5,0.076,9.6,5
7.8,0.82,0.29,4.3,0.083,9.4,5
7.3,0.585,0.18,2.4,0.078,9.8,5
6.2,0.44,0.39,2.5,0.077,11,6
7.5,0.38,0.57,2.3,0.106,11.4,6
6.7,0.76,0.02,1.8,0.078,9.95,3
6.8,0.81,0.05,2,0.07,10.8,6
7.5,0.38,0.57,2.3,0.106,11.4,6
7.1,0.27,0.6,2.1,0.074,10.6,6
7.9,0.18,0.4,1.8,0.062,11.1,5
6.4,0.36,0.21,2.2,0.047,9.7,6
7.1,0.69,0.04,2.1,0.068,9.8,5
6.4,0.79,0.04,2.2,0.061,10.4,6
6.4,0.56,0.15,1.8,0.078,10.5,6
6.9,0.84,0.21,4.1,0.074,9.233333333,6
6.9,0.84,0.21,4.1,0.074,9.25,6
6.1,0.32,0.25,2.3,0.071,10.6,5
6.5,0.53,0.06,2,0.063,10.3,6
7.4,0.47,0.46,2.2,0.114,10.5,5
6.6,0.7,0.08,2.6,0.106,10.2,5
6.5,0.53,0.06,2,0.063,10.3,6
6.9,0.48,0.2,1.9,0.082,9.05,4
6.1,0.32,0.25,2.3,0.071,10.6,5
6.8,0.48,0.25,2,0.076,10.4,5
6,0.42,0.19,2,0.075,10,6
6.7,0.48,0.08,2.1,0.064,9.7,5
6.8,0.47,0.08,2.2,0.064,9.6,6
7.1,0.53,0.07,1.7,0.071,10.8,6
7.9,0.29,0.49,2.2,0.096,10.1,6
7.1,0.69,0.08,2.1,0.063,10.2,6
6.6,0.44,0.09,2.2,0.063,11.3,6
6.1,0.705,0.1,2.8,0.081,10.2,5
7.2,0.53,0.13,2,0.058,9.9,6
8,0.39,0.3,1.9,0.074,9,5
6.6,0.56,0.14,2.4,0.064,11.7,7
7,0.55,0.13,2.2,0.075,9.7,6
6.1,0.53,0.08,1.9,0.077,10.3,6
5.4,0.58,0.08,1.9,0.059,10.2,6
6.2,0.64,0.09,2.5,0.081,12,5
7.2,0.39,0.32,1.8,0.065,9.9,5
6.2,0.52,0.08,4.4,0.071,11.6,6
7.4,0.25,0.29,2.2,0.054,10.9,7
6.7,0.855,0.02,1.9,0.064,10.75,6
11.1,0.44,0.42,2.2,0.064,10.4,6
8.4,0.37,0.43,2.3,0.063,11.2,7
6.5,0.63,0.33,1.8,0.059,10.1,6
7,0.57,0.02,2,0.072,10.2,5
6.3,0.6,0.1,1.6,0.048,12.1,5
11.2,0.4,0.5,2,0.099,10.4,5
7.4,0.36,0.3,1.8,0.074,11.4,8
7.1,0.68,0,2.3,0.087,9.5,5
7.1,0.67,0,2.3,0.083,9.4,5
6.3,0.68,0.01,3.7,0.103,11.3,6
7.3,0.735,0,2.2,0.08,9.4,5
6.6,0.855,0.02,2.4,0.062,11,6
7,0.56,0.17,1.7,0.065,10.55,7
6.6,0.88,0.04,2.2,0.066,9.9,5
6.6,0.855,0.02,2.4,0.062,11,6
6.9,0.63,0.33,6.7,0.235,9.5,5
7.8,0.6,0.26,2,0.08,9.9,5
7.8,0.6,0.26,2,0.08,9.9,5
7.8,0.6,0.26,2,0.08,9.9,5
7.2,0.695,0.13,2,0.076,10.1,5
7.2,0.695,0.13,2,0.076,10.1,5
7.2,0.695,0.13,2,0.076,10.1,5
6.7,0.67,0.02,1.9,0.061,10.9,6
6.7,0.16,0.64,2.1,0.059,11.2,6
7.2,0.695,0.13,2,0.076,10.1,5
7,0.56,0.13,1.6,0.077,9.2,5
6.2,0.51,0.14,1.9,0.056,11.5,6
6.4,0.36,0.53,2.2,0.23,12.4,6
6.4,0.38,0.14,2.2,0.038,11.1,6
7.3,0.69,0.32,2.2,0.069,9.5,5
6,0.58,0.2,2.4,0.075,12.5,6
5.6,0.31,0.78,13.9,0.074,10.5,6
7.5,0.52,0.4,2.2,0.06,11.8,6
8,0.3,0.63,1.6,0.081,10.8,6
6.2,0.7,0.15,5.1,0.076,11.9,6
6.8,0.67,0.15,1.8,0.118,11.3,6
6.2,0.56,0.09,1.7,0.053,11.3,5
7.4,0.35,0.33,2.4,0.068,11.9,6
6.2,0.56,0.09,1.7,0.053,11.3,5
6.1,0.715,0.1,2.6,0.053,11.9,5
6.2,0.46,0.29,2.1,0.074,9.8,5
6.7,0.32,0.44,2.4,0.061,11.6,7
7.2,0.39,0.44,2.6,0.066,11.5,6
7.5,0.31,0.41,2.4,0.065,11.4,6
5.8,0.61,0.11,1.8,0.066,10.9,6
7.2,0.66,0.33,2.5,0.068,12.8,6
6.6,0.725,0.2,7.8,0.073,9.2,5
6.3,0.55,0.15,1.8,0.077,11.6,6
5.4,0.74,0.09,1.7,0.089,11.6,6
6.3,0.51,0.13,2.3,0.076,11,6
6.8,0.62,0.08,1.9,0.068,9.5,6
6.2,0.6,0.08,2,0.09,10.5,5
5.9,0.55,0.1,2.2,0.062,11.2,6
6.3,0.51,0.13,2.3,0.076,11,6
5.9,0.645,0.12,2,0.075,10.2,5
6,0.31,0.47,3.6,0.067,11,6
